Country,Happiness.Rank,Happiness.Score,Number of Records,Factors,Values,Year
Mali,118,4.45,1,Freedom,0.37,2018
Mali,118,4.45,1,Generosity,0.14,2018
Mali,118,4.45,1,Health.Life.Expectancy,0.15,2018
Namibia,119,4.44,1,Absence.of.Corruption,0.06,2018
Namibia,119,4.44,1,Economy..GDP.per.Capita.,0.87,2018
Namibia,119,4.44,1,Family.Support,1.28,2018
Namibia,119,4.44,1,Freedom,0.52,2018
Namibia,119,4.44,1,Generosity,0.05,2018
Namibia,119,4.44,1,Health.Life.Expectancy,0.36,2018
Cambodia,120,4.43,1,Absence.of.Corruption,0.06,2018
Cambodia,120,4.43,1,Economy..GDP.per.Capita.,0.55,2018
Cambodia,120,4.43,1,Family.Support,1.09,2018
Cambodia,120,4.43,1,Freedom,0.7,2018
Cambodia,120,4.43,1,Generosity,0.26,2018
Cambodia,120,4.43,1,Health.Life.Expectancy,0.46,2018
Burkina Faso,121,4.42,1,Absence.of.Corruption,0.13,2018
Burkina Faso,121,4.42,1,Economy..GDP.per.Capita.,0.31,2018
Burkina Faso,121,4.42,1,Family.Support,1.1,2018
Burkina Faso,121,4.42,1,Freedom,0.31,2018
Burkina Faso,121,4.42,1,Generosity,0.18,2018
Burkina Faso,121,4.42,1,Health.Life.Expectancy,0.25,2018
Egypt,122,4.42,1,Absence.of.Corruption,0.11,2018
Egypt,122,4.42,1,Economy..GDP.per.Capita.,0.88,2018
Egypt,122,4.42,1,Family.Support,1.02,2018
Egypt,122,4.42,1,Freedom,0.31,2018
Egypt,122,4.42,1,Generosity,0.09,2018
Egypt,122,4.42,1,Health.Life.Expectancy,0.55,2018
Mozambique,123,4.42,1,Absence.of.Corruption,0.16,2018
Mozambique,123,4.42,1,Economy..GDP.per.Capita.,0.2,2018
Mozambique,123,4.42,1,Family.Support,0.9,2018
Mozambique,123,4.42,1,Freedom,0.53,2018
Mozambique,123,4.42,1,Generosity,0.21,2018
Mozambique,123,4.42,1,Health.Life.Expectancy,0.17,2018
Kenya,124,4.41,1,Absence.of.Corruption,0.06,2018
Kenya,124,4.41,1,Economy..GDP.per.Capita.,0.49,2018
Kenya,124,4.41,1,Family.Support,1.05,2018
Kenya,124,4.41,1,Freedom,0.5,2018
Kenya,124,4.41,1,Generosity,0.35,2018
Kenya,124,4.41,1,Health.Life.Expectancy,0.45,2018
Zambia,125,4.38,1,Absence.of.Corruption,0.08,2018
Zambia,125,4.38,1,Economy..GDP.per.Capita.,0.56,2018
Zambia,125,4.38,1,Family.Support,1.05,2018
Zambia,125,4.38,1,Freedom,0.5,2018
Zambia,125,4.38,1,Generosity,0.22,2018
Zambia,125,4.38,1,Health.Life.Expectancy,0.3,2018
Mauritania,126,4.36,1,Absence.of.Corruption,0.09,2018
Mauritania,126,4.36,1,Economy..GDP.per.Capita.,0.56,2018
Mauritania,126,4.36,1,Family.Support,1.25,2018
Mauritania,126,4.36,1,Freedom,0.13,2018
Mauritania,126,4.36,1,Generosity,0.13,2018
Mauritania,126,4.36,1,Health.Life.Expectancy,0.29,2018
Ethiopia,127,4.35,1,Absence.of.Corruption,0.15,2018
Ethiopia,127,4.35,1,Economy..GDP.per.Capita.,0.31,2018
Ethiopia,127,4.35,1,Family.Support,0.95,2018
Ethiopia,127,4.35,1,Freedom,0.45,2018
Ethiopia,127,4.35,1,Generosity,0.22,2018
Ethiopia,127,4.35,1,Health.Life.Expectancy,0.39,2018
Georgia,128,4.34,1,Absence.of.Corruption,0.22,2018
Georgia,128,4.34,1,Economy..GDP.per.Capita.,0.85,2018
Georgia,128,4.34,1,Family.Support,0.59,2018
Georgia,128,4.34,1,Freedom,0.38,2018
Georgia,128,4.34,1,Generosity,0.04,2018
Georgia,128,4.34,1,Health.Life.Expectancy,0.64,2018
Armenia,129,4.32,1,Absence.of.Corruption,0.03,2018
Armenia,129,4.32,1,Economy..GDP.per.Capita.,0.82,2018
Armenia,129,4.32,1,Family.Support,0.99,2018
Armenia,129,4.32,1,Freedom,0.26,2018
Armenia,129,4.32,1,Generosity,0.08,2018
Armenia,129,4.32,1,Health.Life.Expectancy,0.67,2018
Myanmar,130,4.31,1,Absence.of.Corruption,0.18,2018
Myanmar,130,4.31,1,Economy..GDP.per.Capita.,0.68,2018
Myanmar,130,4.31,1,Family.Support,1.17,2018
Myanmar,130,4.31,1,Freedom,0.58,2018
Myanmar,130,4.31,1,Generosity,0.6,2018
Myanmar,130,4.31,1,Health.Life.Expectancy,0.43,2018
Chad,131,4.3,1,Absence.of.Corruption,0.06,2018
Chad,131,4.3,1,Economy..GDP.per.Capita.,0.36,2018
Chad,131,4.3,1,Family.Support,0.91,2018
Chad,131,4.3,1,Freedom,0.19,2018
Chad,131,4.3,1,Generosity,0.18,2018
Chad,131,4.3,1,Health.Life.Expectancy,0.05,2018
Congo (Kinshasa),132,4.25,1,Absence.of.Corruption,0.05,2018
Congo (Kinshasa),132,4.25,1,Economy..GDP.per.Capita.,0.07,2018
Congo (Kinshasa),132,4.25,1,Family.Support,1.14,2018
Congo (Kinshasa),132,4.25,1,Freedom,0.31,2018
Congo (Kinshasa),132,4.25,1,Generosity,0.2,2018
Congo (Kinshasa),132,4.25,1,Health.Life.Expectancy,0.2,2018
India,133,4.19,1,Absence.of.Corruption,0.09,2018
India,133,4.19,1,Economy..GDP.per.Capita.,0.72,2018
India,133,4.19,1,Family.Support,0.75,2018
India,133,4.19,1,Freedom,0.54,2018
India,133,4.19,1,Generosity,0.17,2018
India,133,4.19,1,Health.Life.Expectancy,0.48,2018
Niger,134,4.17,1,Absence.of.Corruption,0.1,2018
Niger,134,4.17,1,Economy..GDP.per.Capita.,0.13,2018
Niger,134,4.17,1,Family.Support,0.87,2018
Niger,134,4.17,1,Freedom,0.39,2018
Niger,134,4.17,1,Generosity,0.18,2018
Niger,134,4.17,1,Health.Life.Expectancy,0.22,2018
Uganda,135,4.16,1,Absence.of.Corruption,0.06,2018
Uganda,135,4.16,1,Economy..GDP.per.Capita.,0.32,2018
Uganda,135,4.16,1,Family.Support,1.09,2018
Uganda,135,4.16,1,Freedom,0.45,2018
Uganda,135,4.16,1,Generosity,0.26,2018
Uganda,135,4.16,1,Health.Life.Expectancy,0.24,2018
Benin,136,4.14,1,Absence.of.Corruption,0.07,2018
Benin,136,4.14,1,Economy..GDP.per.Capita.,0.38,2018
Benin,136,4.14,1,Family.Support,0.37,2018
Benin,136,4.14,1,Freedom,0.44,2018
Benin,136,4.14,1,Generosity,0.16,2018
Benin,136,4.14,1,Health.Life.Expectancy,0.24,2018
Sudan,137,4.14,1,Absence.of.Corruption,0.08,2018
Sudan,137,4.14,1,Economy..GDP.per.Capita.,0.6,2018
Sudan,137,4.14,1,Family.Support,1.24,2018
Sudan,137,4.14,1,Freedom,0.02,2018
Sudan,137,4.14,1,Generosity,0.13,2018
Sudan,137,4.14,1,Health.Life.Expectancy,0.31,2018
Ukraine,138,4.1,1,Absence.of.Corruption,0.01,2018
Ukraine,138,4.1,1,Economy..GDP.per.Capita.,0.79,2018
Ukraine,138,4.1,1,Family.Support,1.41,2018
Ukraine,138,4.1,1,Freedom,0.16,2018
Ukraine,138,4.1,1,Generosity,0.19,2018
Ukraine,138,4.1,1,Health.Life.Expectancy,0.61,2018
Togo,139,4,1,Absence.of.Corruption,0.1,2018
Togo,139,4,1,Economy..GDP.per.Capita.,0.26,2018
Togo,139,4,1,Family.Support,0.47,2018
Togo,139,4,1,Freedom,0.43,2018
Togo,139,4,1,Generosity,0.16,2018
Togo,139,4,1,Health.Life.Expectancy,0.25,2018
Guinea,140,3.96,1,Absence.of.Corruption,0.09,2018
Guinea,140,3.96,1,Economy..GDP.per.Capita.,0.34,2018
Guinea,140,3.96,1,Family.Support,0.79,2018
Guinea,140,3.96,1,Freedom,0.39,2018
Guinea,140,3.96,1,Generosity,0.18,2018
Guinea,140,3.96,1,Health.Life.Expectancy,0.21,2018
Lesotho,141,3.81,1,Absence.of.Corruption,0.11,2018
Lesotho,141,3.81,1,Economy..GDP.per.Capita.,0.47,2018
Lesotho,141,3.81,1,Family.Support,1.22,2018
Lesotho,141,3.81,1,Freedom,0.42,2018
Lesotho,141,3.81,1,Generosity,0.12,2018
Lesotho,141,3.81,1,Health.Life.Expectancy,0.08,2018
Angola,142,3.8,1,Absence.of.Corruption,0.06,2018
Angola,142,3.8,1,Economy..GDP.per.Capita.,0.73,2018
Angola,142,3.8,1,Family.Support,1.12,2018
Angola,142,3.8,1,Freedom,0,2018
Angola,142,3.8,1,Generosity,0.08,2018
Angola,142,3.8,1,Health.Life.Expectancy,0.27,2018
Madagascar,143,3.77,1,Absence.of.Corruption,0.05,2018
Madagascar,143,3.77,1,Economy..GDP.per.Capita.,0.26,2018
Madagascar,143,3.77,1,Family.Support,0.91,2018
Madagascar,143,3.77,1,Freedom,0.22,2018
Madagascar,143,3.77,1,Generosity,0.16,2018
Madagascar,143,3.77,1,Health.Life.Expectancy,0.4,2018
Zimbabwe,144,3.69,1,Absence.of.Corruption,0.1,2018
Zimbabwe,144,3.69,1,Economy..GDP.per.Capita.,0.36,2018
Zimbabwe,144,3.69,1,Family.Support,1.09,2018
Zimbabwe,144,3.69,1,Freedom,0.41,2018
Zimbabwe,144,3.69,1,Generosity,0.13,2018
Zimbabwe,144,3.69,1,Health.Life.Expectancy,0.25,2018
Afghanistan,145,3.63,1,Absence.of.Corruption,0.04,2018
Afghanistan,145,3.63,1,Economy..GDP.per.Capita.,0.33,2018
Afghanistan,145,3.63,1,Family.Support,0.54,2018
Afghanistan,145,3.63,1,Freedom,0.08,2018
Afghanistan,145,3.63,1,Generosity,0.19,2018
Afghanistan,145,3.63,1,Health.Life.Expectancy,0.26,2018
Botswana,146,3.59,1,Absence.of.Corruption,0.09,2018
Botswana,146,3.59,1,Economy..GDP.per.Capita.,1.02,2018
Botswana,146,3.59,1,Family.Support,1.17,2018
Botswana,146,3.59,1,Freedom,0.56,2018
Botswana,146,3.59,1,Generosity,0.04,2018
Botswana,146,3.59,1,Health.Life.Expectancy,0.42,2018
Malawi,147,3.59,1,Absence.of.Corruption,0.08,2018
Malawi,147,3.59,1,Economy..GDP.per.Capita.,0.19,2018
Malawi,147,3.59,1,Family.Support,0.54,2018
Malawi,147,3.59,1,Freedom,0.53,2018
Malawi,147,3.59,1,Generosity,0.21,2018
Malawi,147,3.59,1,Health.Life.Expectancy,0.31,2018
Haiti,148,3.58,1,Absence.of.Corruption,0.1,2018
Haiti,148,3.58,1,Economy..GDP.per.Capita.,0.32,2018
Haiti,148,3.58,1,Family.Support,0.71,2018
Haiti,148,3.58,1,Freedom,0.02,2018
Haiti,148,3.58,1,Generosity,0.39,2018
Haiti,148,3.58,1,Health.Life.Expectancy,0.29,2018
Liberia,149,3.5,1,Absence.of.Corruption,0.03,2018
Liberia,149,3.5,1,Economy..GDP.per.Capita.,0.08,2018
Liberia,149,3.5,1,Family.Support,0.86,2018
Liberia,149,3.5,1,Freedom,0.42,2018
Liberia,149,3.5,1,Generosity,0.21,2018
Liberia,149,3.5,1,Health.Life.Expectancy,0.27,2018
Syria,150,3.46,1,Absence.of.Corruption,0.14,2018
Syria,150,3.46,1,Economy..GDP.per.Capita.,0.69,2018
Syria,150,3.46,1,Family.Support,0.38,2018
Syria,150,3.46,1,Freedom,0.09,2018
Syria,150,3.46,1,Generosity,0.38,2018
Syria,150,3.46,1,Health.Life.Expectancy,0.54,2018
Rwanda,151,3.41,1,Absence.of.Corruption,0.44,2018
Rwanda,151,3.41,1,Economy..GDP.per.Capita.,0.33,2018
Rwanda,151,3.41,1,Family.Support,0.9,2018
Rwanda,151,3.41,1,Freedom,0.64,2018
Rwanda,151,3.41,1,Generosity,0.2,2018
Rwanda,151,3.41,1,Health.Life.Expectancy,0.4,2018
Yemen,152,3.36,1,Absence.of.Corruption,0.06,2018
Yemen,152,3.36,1,Economy..GDP.per.Capita.,0.44,2018
Yemen,152,3.36,1,Family.Support,1.07,2018
Yemen,152,3.36,1,Freedom,0.24,2018
Yemen,152,3.36,1,Generosity,0.08,2018
Yemen,152,3.36,1,Health.Life.Expectancy,0.34,2018
Tanzania,153,3.3,1,Absence.of.Corruption,0.1,2018
Tanzania,153,3.3,1,Economy..GDP.per.Capita.,0.46,2018
Tanzania,153,3.3,1,Family.Support,0.99,2018
Tanzania,153,3.3,1,Freedom,0.48,2018
Tanzania,153,3.3,1,Generosity,0.27,2018
Tanzania,153,3.3,1,Health.Life.Expectancy,0.38,2018
South Sudan,154,3.25,1,Absence.of.Corruption,0.11,2018
South Sudan,154,3.25,1,Economy..GDP.per.Capita.,0.34,2018
South Sudan,154,3.25,1,Family.Support,0.61,2018
South Sudan,154,3.25,1,Freedom,0.11,2018
South Sudan,154,3.25,1,Generosity,0.22,2018
South Sudan,154,3.25,1,Health.Life.Expectancy,0.18,2018
Central African Republic,155,3.08,1,Absence.of.Corruption,0.04,2018
Central African Republic,155,3.08,1,Economy..GDP.per.Capita.,0.02,2018
Central African Republic,155,3.08,1,Family.Support,0,2018
Central African Republic,155,3.08,1,Freedom,0.3,2018
Central African Republic,155,3.08,1,Generosity,0.22,2018
Central African Republic,155,3.08,1,Health.Life.Expectancy,0.01,2018
Burundi,156,2.9,1,Absence.of.Corruption,0.08,2018
Burundi,156,2.9,1,Economy..GDP.per.Capita.,0.09,2018
Burundi,156,2.9,1,Family.Support,0.63,2018
Burundi,156,2.9,1,Freedom,0.06,2018
Burundi,156,2.9,1,Generosity,0.15,2018
Burundi,156,2.9,1,Health.Life.Expectancy,0.14,2018
Finland,1,7.77,1,Absence.of.Corruption,0.39,2019
Finland,1,7.77,1,Economy..GDP.per.Capita.,1.34,2019
Finland,1,7.77,1,Family.Support,1.59,2019
Finland,1,7.77,1,Freedom,0.6,2019
Finland,1,7.77,1,Generosity,0.15,2019
Finland,1,7.77,1,Health.Life.Expectancy,0.99,2019
Denmark,2,7.6,1,Absence.of.Corruption,0.41,2019
Denmark,2,7.6,1,Economy..GDP.per.Capita.,1.38,2019
Denmark,2,7.6,1,Family.Support,1.57,2019
Denmark,2,7.6,1,Freedom,0.59,2019
Denmark,2,7.6,1,Generosity,0.25,2019
Denmark,2,7.6,1,Health.Life.Expectancy,1,2019
Norway,3,7.55,1,Absence.of.Corruption,0.34,2019
Norway,3,7.55,1,Economy..GDP.per.Capita.,1.49,2019
Norway,3,7.55,1,Family.Support,1.58,2019
Norway,3,7.55,1,Freedom,0.6,2019
Norway,3,7.55,1,Generosity,0.27,2019
Norway,3,7.55,1,Health.Life.Expectancy,1.03,2019
Iceland,4,7.49,1,Absence.of.Corruption,0.12,2019
Iceland,4,7.49,1,Economy..GDP.per.Capita.,1.38,2019
Iceland,4,7.49,1,Family.Support,1.62,2019
Iceland,4,7.49,1,Freedom,0.59,2019
Iceland,4,7.49,1,Generosity,0.35,2019
Iceland,4,7.49,1,Health.Life.Expectancy,1.03,2019
Netherlands,5,7.49,1,Absence.of.Corruption,0.3,2019
Netherlands,5,7.49,1,Economy..GDP.per.Capita.,1.4,2019
Netherlands,5,7.49,1,Family.Support,1.52,2019
Netherlands,5,7.49,1,Freedom,0.56,2019
Netherlands,5,7.49,1,Generosity,0.32,2019
Netherlands,5,7.49,1,Health.Life.Expectancy,1,2019
Switzerland,6,7.48,1,Absence.of.Corruption,0.34,2019
Switzerland,6,7.48,1,Economy..GDP.per.Capita.,1.45,2019
Switzerland,6,7.48,1,Family.Support,1.53,2019
Switzerland,6,7.48,1,Freedom,0.57,2019
Switzerland,6,7.48,1,Generosity,0.26,2019
Switzerland,6,7.48,1,Health.Life.Expectancy,1.05,2019
Sweden,7,7.34,1,Absence.of.Corruption,0.37,2019
Sweden,7,7.34,1,Economy..GDP.per.Capita.,1.39,2019
Sweden,7,7.34,1,Family.Support,1.49,2019
Sweden,7,7.34,1,Freedom,0.57,2019
Sweden,7,7.34,1,Generosity,0.27,2019
Sweden,7,7.34,1,Health.Life.Expectancy,1.01,2019
New Zealand,8,7.31,1,Absence.of.Corruption,0.38,2019
New Zealand,8,7.31,1,Economy..GDP.per.Capita.,1.3,2019
New Zealand,8,7.31,1,Family.Support,1.56,2019
New Zealand,8,7.31,1,Freedom,0.58,2019
New Zealand,8,7.31,1,Generosity,0.33,2019
New Zealand,8,7.31,1,Health.Life.Expectancy,1.03,2019
Canada,9,7.28,1,Absence.of.Corruption,0.31,2019
Canada,9,7.28,1,Economy..GDP.per.Capita.,1.36,2019
Canada,9,7.28,1,Family.Support,1.5,2019
Canada,9,7.28,1,Freedom,0.58,2019
Canada,9,7.28,1,Generosity,0.28,2019
Canada,9,7.28,1,Health.Life.Expectancy,1.04,2019
Austria,10,7.25,1,Absence.of.Corruption,0.23,2019
Austria,10,7.25,1,Economy..GDP.per.Capita.,1.38,2019
Austria,10,7.25,1,Family.Support,1.48,2019
Austria,10,7.25,1,Freedom,0.53,2019
Austria,10,7.25,1,Generosity,0.24,2019
Austria,10,7.25,1,Health.Life.Expectancy,1.02,2019
Australia,11,7.23,1,Absence.of.Corruption,0.29,2019
Australia,11,7.23,1,Economy..GDP.per.Capita.,1.37,2019
Australia,11,7.23,1,Family.Support,1.55,2019
Australia,11,7.23,1,Freedom,0.56,2019
Australia,11,7.23,1,Generosity,0.33,2019
Australia,11,7.23,1,Health.Life.Expectancy,1.04,2019
Costa Rica,12,7.17,1,Absence.of.Corruption,0.09,2019
Costa Rica,12,7.17,1,Economy..GDP.per.Capita.,1.03,2019
Costa Rica,12,7.17,1,Family.Support,1.44,2019
Costa Rica,12,7.17,1,Freedom,0.56,2019
Costa Rica,12,7.17,1,Generosity,0.14,2019
Costa Rica,12,7.17,1,Health.Life.Expectancy,0.96,2019
Israel,13,7.14,1,Absence.of.Corruption,0.08,2019
Israel,13,7.14,1,Economy..GDP.per.Capita.,1.28,2019
Israel,13,7.14,1,Family.Support,1.46,2019
Israel,13,7.14,1,Freedom,0.37,2019
Israel,13,7.14,1,Generosity,0.26,2019
Israel,13,7.14,1,Health.Life.Expectancy,1.03,2019
Luxembourg,14,7.09,1,Absence.of.Corruption,0.32,2019
Luxembourg,14,7.09,1,Economy..GDP.per.Capita.,1.61,2019
Luxembourg,14,7.09,1,Family.Support,1.48,2019
Luxembourg,14,7.09,1,Freedom,0.53,2019
Luxembourg,14,7.09,1,Generosity,0.19,2019
Luxembourg,14,7.09,1,Health.Life.Expectancy,1.01,2019
United Kingdom,15,7.05,1,Absence.of.Corruption,0.28,2019
United Kingdom,15,7.05,1,Economy..GDP.per.Capita.,1.33,2019
United Kingdom,15,7.05,1,Family.Support,1.54,2019
United Kingdom,15,7.05,1,Freedom,0.45,2019
United Kingdom,15,7.05,1,Generosity,0.35,2019
United Kingdom,15,7.05,1,Health.Life.Expectancy,1,2019
Ireland,16,7.02,1,Absence.of.Corruption,0.31,2019
Ireland,16,7.02,1,Economy..GDP.per.Capita.,1.5,2019
Ireland,16,7.02,1,Family.Support,1.55,2019
Ireland,16,7.02,1,Freedom,0.52,2019
Ireland,16,7.02,1,Generosity,0.3,2019
Ireland,16,7.02,1,Health.Life.Expectancy,1,2019
Germany,17,6.99,1,Absence.of.Corruption,0.26,2019
Germany,17,6.99,1,Economy..GDP.per.Capita.,1.37,2019
Germany,17,6.99,1,Family.Support,1.45,2019
Germany,17,6.99,1,Freedom,0.5,2019
Germany,17,6.99,1,Generosity,0.26,2019
Germany,17,6.99,1,Health.Life.Expectancy,0.99,2019
Belgium,18,6.92,1,Absence.of.Corruption,0.21,2019
Belgium,18,6.92,1,Economy..GDP.per.Capita.,1.36,2019
Belgium,18,6.92,1,Family.Support,1.5,2019
Belgium,18,6.92,1,Freedom,0.47,2019
Belgium,18,6.92,1,Generosity,0.16,2019
Belgium,18,6.92,1,Health.Life.Expectancy,0.99,2019
United States,19,6.89,1,Absence.of.Corruption,0.13,2019
United States,19,6.89,1,Economy..GDP.per.Capita.,1.43,2019
United States,19,6.89,1,Family.Support,1.46,2019
United States,19,6.89,1,Freedom,0.45,2019
United States,19,6.89,1,Generosity,0.28,2019
United States,19,6.89,1,Health.Life.Expectancy,0.87,2019
Czech Republic,20,6.85,1,Absence.of.Corruption,0.04,2019
Czech Republic,20,6.85,1,Economy..GDP.per.Capita.,1.27,2019
Czech Republic,20,6.85,1,Family.Support,1.49,2019
Czech Republic,20,6.85,1,Freedom,0.46,2019
Czech Republic,20,6.85,1,Generosity,0.05,2019
Czech Republic,20,6.85,1,Health.Life.Expectancy,0.92,2019
United Arab Emirates,21,6.83,1,Absence.of.Corruption,0.18,2019
United Arab Emirates,21,6.83,1,Economy..GDP.per.Capita.,1.5,2019
United Arab Emirates,21,6.83,1,Family.Support,1.31,2019
United Arab Emirates,21,6.83,1,Freedom,0.6,2019
United Arab Emirates,21,6.83,1,Generosity,0.26,2019
United Arab Emirates,21,6.83,1,Health.Life.Expectancy,0.82,2019
Malta,22,6.73,1,Absence.of.Corruption,0.15,2019
Malta,22,6.73,1,Economy..GDP.per.Capita.,1.3,2019
Malta,22,6.73,1,Family.Support,1.52,2019
Malta,22,6.73,1,Freedom,0.56,2019
Malta,22,6.73,1,Generosity,0.38,2019
Malta,22,6.73,1,Health.Life.Expectancy,1,2019
Mexico,23,6.59,1,Absence.of.Corruption,0.07,2019
Mexico,23,6.59,1,Economy..GDP.per.Capita.,1.07,2019
Mexico,23,6.59,1,Family.Support,1.32,2019
Mexico,23,6.59,1,Freedom,0.43,2019
Mexico,23,6.59,1,Generosity,0.07,2019
Mexico,23,6.59,1,Health.Life.Expectancy,0.86,2019
France,24,6.59,1,Absence.of.Corruption,0.18,2019
France,24,6.59,1,Economy..GDP.per.Capita.,1.32,2019
France,24,6.59,1,Family.Support,1.47,2019
France,24,6.59,1,Freedom,0.44,2019
France,24,6.59,1,Generosity,0.11,2019
France,24,6.59,1,Health.Life.Expectancy,1.04,2019
Taiwan,25,6.45,1,Absence.of.Corruption,0.1,2019
Taiwan,25,6.45,1,Economy..GDP.per.Capita.,1.37,2019
Taiwan,25,6.45,1,Family.Support,1.43,2019
Taiwan,25,6.45,1,Freedom,0.35,2019
Taiwan,25,6.45,1,Generosity,0.24,2019
Taiwan,25,6.45,1,Health.Life.Expectancy,0.91,2019
Chile,26,6.44,1,Absence.of.Corruption,0.06,2019
Chile,26,6.44,1,Economy..GDP.per.Capita.,1.16,2019
Chile,26,6.44,1,Family.Support,1.37,2019
Chile,26,6.44,1,Freedom,0.36,2019
Chile,26,6.44,1,Generosity,0.19,2019
Chile,26,6.44,1,Health.Life.Expectancy,0.92,2019
Guatemala,27,6.44,1,Absence.of.Corruption,0.08,2019
Guatemala,27,6.44,1,Economy..GDP.per.Capita.,0.8,2019
Guatemala,27,6.44,1,Family.Support,1.27,2019
Guatemala,27,6.44,1,Freedom,0.54,2019
Guatemala,27,6.44,1,Generosity,0.18,2019
Guatemala,27,6.44,1,Health.Life.Expectancy,0.75,2019
Saudi Arabia,28,6.38,1,Absence.of.Corruption,0.13,2019
Saudi Arabia,28,6.38,1,Economy..GDP.per.Capita.,1.4,2019
Saudi Arabia,28,6.38,1,Family.Support,1.36,2019
Saudi Arabia,28,6.38,1,Freedom,0.44,2019
Saudi Arabia,28,6.38,1,Generosity,0.08,2019
Saudi Arabia,28,6.38,1,Health.Life.Expectancy,0.8,2019
Qatar,29,6.37,1,Absence.of.Corruption,0.17,2019
Qatar,29,6.37,1,Economy..GDP.per.Capita.,1.68,2019
Qatar,29,6.37,1,Family.Support,1.31,2019
Qatar,29,6.37,1,Freedom,0.56,2019
Qatar,29,6.37,1,Generosity,0.22,2019
Qatar,29,6.37,1,Health.Life.Expectancy,0.87,2019
Spain,30,6.35,1,Absence.of.Corruption,0.08,2019
Spain,30,6.35,1,Economy..GDP.per.Capita.,1.29,2019
Spain,30,6.35,1,Family.Support,1.48,2019
Spain,30,6.35,1,Freedom,0.36,2019
Spain,30,6.35,1,Generosity,0.15,2019
Spain,30,6.35,1,Health.Life.Expectancy,1.06,2019
Panama,31,6.32,1,Absence.of.Corruption,0.05,2019
Panama,31,6.32,1,Economy..GDP.per.Capita.,1.15,2019
Panama,31,6.32,1,Family.Support,1.44,2019
Panama,31,6.32,1,Freedom,0.52,2019
Panama,31,6.32,1,Generosity,0.11,2019
Panama,31,6.32,1,Health.Life.Expectancy,0.91,2019
Brazil,32,6.3,1,Absence.of.Corruption,0.09,2019
Brazil,32,6.3,1,Economy..GDP.per.Capita.,1,2019
Brazil,32,6.3,1,Family.Support,1.44,2019
Brazil,32,6.3,1,Freedom,0.39,2019
Brazil,32,6.3,1,Generosity,0.1,2019
Brazil,32,6.3,1,Health.Life.Expectancy,0.8,2019
Uruguay,33,6.29,1,Absence.of.Corruption,0.15,2019
Uruguay,33,6.29,1,Economy..GDP.per.Capita.,1.12,2019
Uruguay,33,6.29,1,Family.Support,1.47,2019
Uruguay,33,6.29,1,Freedom,0.52,2019
Uruguay,33,6.29,1,Generosity,0.13,2019
Uruguay,33,6.29,1,Health.Life.Expectancy,0.89,2019
Singapore,34,6.26,1,Absence.of.Corruption,0.45,2019
Singapore,34,6.26,1,Economy..GDP.per.Capita.,1.57,2019
Singapore,34,6.26,1,Family.Support,1.46,2019
Singapore,34,6.26,1,Freedom,0.56,2019
Singapore,34,6.26,1,Generosity,0.27,2019
Singapore,34,6.26,1,Health.Life.Expectancy,1.14,2019
El Salvador,35,6.25,1,Absence.of.Corruption,0.07,2019
El Salvador,35,6.25,1,Economy..GDP.per.Capita.,0.79,2019
El Salvador,35,6.25,1,Family.Support,1.24,2019
El Salvador,35,6.25,1,Freedom,0.43,2019
El Salvador,35,6.25,1,Generosity,0.09,2019
El Salvador,35,6.25,1,Health.Life.Expectancy,0.79,2019
Italy,36,6.22,1,Absence.of.Corruption,0.03,2019
Italy,36,6.22,1,Economy..GDP.per.Capita.,1.29,2019
Italy,36,6.22,1,Family.Support,1.49,2019
Italy,36,6.22,1,Freedom,0.23,2019
Italy,36,6.22,1,Generosity,0.16,2019
Italy,36,6.22,1,Health.Life.Expectancy,1.04,2019
Bahrain,37,6.2,1,Absence.of.Corruption,0.11,2019
Bahrain,37,6.2,1,Economy..GDP.per.Capita.,1.36,2019
Bahrain,37,6.2,1,Family.Support,1.37,2019
Bahrain,37,6.2,1,Freedom,0.54,2019
Bahrain,37,6.2,1,Generosity,0.26,2019
Bahrain,37,6.2,1,Health.Life.Expectancy,0.87,2019
Slovakia,38,6.2,1,Absence.of.Corruption,0.01,2019
Slovakia,38,6.2,1,Economy..GDP.per.Capita.,1.25,2019
Slovakia,38,6.2,1,Family.Support,1.5,2019
Slovakia,38,6.2,1,Freedom,0.33,2019
Slovakia,38,6.2,1,Generosity,0.12,2019
Slovakia,38,6.2,1,Health.Life.Expectancy,0.88,2019
Trinidad & Tobago,39,6.19,1,Absence.of.Corruption,0.02,2019
Trinidad & Tobago,39,6.19,1,Economy..GDP.per.Capita.,1.23,2019
Trinidad & Tobago,39,6.19,1,Family.Support,1.48,2019
Trinidad & Tobago,39,6.19,1,Freedom,0.49,2019
Trinidad & Tobago,39,6.19,1,Generosity,0.18,2019
Trinidad & Tobago,39,6.19,1,Health.Life.Expectancy,0.71,2019
Poland,40,6.18,1,Absence.of.Corruption,0.05,2019
Poland,40,6.18,1,Economy..GDP.per.Capita.,1.21,2019
Poland,40,6.18,1,Family.Support,1.44,2019
Poland,40,6.18,1,Freedom,0.48,2019
Poland,40,6.18,1,Generosity,0.12,2019
Poland,40,6.18,1,Health.Life.Expectancy,0.88,2019
Uzbekistan,41,6.17,1,Absence.of.Corruption,0.24,2019
Uzbekistan,41,6.17,1,Economy..GDP.per.Capita.,0.74,2019
Uzbekistan,41,6.17,1,Family.Support,1.53,2019
Uzbekistan,41,6.17,1,Freedom,0.63,2019
